Timestamp,EngineType,QueryCount,QueryType,AverageExecutionTime,TotalExecutionTime,HeapMemoryUsed,HeapMemoryDelta,NonHeapMemoryUsed,SuccessRate
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,RANGE_SELECT,0.17,3504.01,279306288,-632218320,9126680,100.00
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,EQUALS_SELECT,0.05,1134.63,279306288,-923268784,9126680,100.00
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,RANGE_UPDATE,0.46,9818.12,279306288,1525292320,9126680,100.00
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,EQUALS_UPDATE,0.20,4269.49,279306288,58001128,9126680,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,INSERT,0.01,179.45,116514480,121634816,9129960,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,SIMPLE_SELECT,0.32,7226.94,116514480,-282403032,9129960,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,UPDATE,0.01,130.15,116514480,37748736,9129960,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,DELETE,0.00,106.97,116514480,46137344,9129960,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,RANGE_SELECT,0.17,3865.63,116514480,-615306592,9129960,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,EQUALS_SELECT,0.06,1244.22,116514480,-1107763672,9129960,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,RANGE_UPDATE,0.47,10637.26,116514480,1320612088,9129960,100.00
2024-11-05T12:32:07.8723931,BPlusTreeEngine,180000,EQUALS_UPDATE,0.21,4747.24,116514480,292882152,9129960,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,INSERT,0.01,191.21,150748632,121634816,9144840,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,SIMPLE_SELECT,0.34,8003.58,150748632,732681064,9144840,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,UPDATE,0.01,138.63,150748632,41943040,9144840,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,DELETE,0.00,113.65,150748632,46137344,9144840,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,RANGE_SELECT,0.18,4222.18,150748632,-912951960,9144840,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,EQUALS_SELECT,0.06,1376.93,150748632,-960963032,9144840,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,RANGE_UPDATE,0.49,11656.33,150748632,596092152,9144840,100.00
2024-11-05T12:32:10.7674763,BPlusTreeEngine,190000,EQUALS_UPDATE,0.23,5329.73,150748632,183202568,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,INSERT,0.01,200.84,256100560,121634816,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,SIMPLE_SELECT,0.35,8750.19,256100560,1298327976,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,UPDATE,0.01,146.15,256100560,41943040,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,DELETE,0.00,120.06,256100560,50331648,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,RANGE_SELECT,0.18,4589.00,256100560,-1202168856,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,EQUALS_SELECT,0.06,1499.39,256100560,-1179244280,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,RANGE_UPDATE,0.50,12493.54,256100560,420997200,9144840,100.00
2024-11-05T12:32:13.3611476,BPlusTreeEngine,200000,EQUALS_UPDATE,0.24,5825.50,256100560,397112072,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,INSERT,0.01,200.84,256100560,121634816,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,SIMPLE_SELECT,0.35,8750.19,256100560,1298327976,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,UPDATE,0.01,146.15,256100560,41943040,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,DELETE,0.00,120.06,256100560,50331648,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,RANGE_SELECT,0.18,4589.00,256100560,-1202168856,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,EQUALS_SELECT,0.06,1499.39,256100560,-1179244280,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,RANGE_UPDATE,0.50,12493.54,256100560,420997200,9144840,100.00
2024-11-05T12:32:13.3621483,BPlusTreeEngine,200000,EQUALS_UPDATE,0.24,5825.50,256100560,397112072,9144840,100.00
